ep 1157, a_n 35, epsilon 0.020, total_reward 15.010015950338754, step 45430
ep 1158, a_n 35, epsilon 0.100, total_reward 8.643267435469024, step 45465
ep 1159, a_n 100, epsilon 0.100, total_reward 3.848134594544576, step 45565
ep 1160, a_n 48, epsilon 0.100, total_reward 6.276234133173841, step 45613
ep 1161, a_n 100, epsilon 0.100, total_reward -29.596663707412244, step 45713
ep 1162, a_n 51, epsilon 0.100, total_reward 2.246999644612856, step 45764
ep 1163, a_n 100, epsilon 0.100, total_reward -7.135520369612687, step 45864
ep 1164, a_n 64, epsilon 0.019, total_reward 22.674554879064583, step 45928
ep 1165, a_n 42, epsilon 0.019, total_reward -10.233296890462238, step 45970
ep 1166, a_n 30, epsilon 0.019, total_reward 25.94653602474826, step 46000
ep 1167, a_n 42, epsilon 0.100, total_reward -11.900426584318335, step 46042
ep 1168, a_n 33, epsilon 0.100, total_reward 10.277634353291344, step 46075
ep 1169, a_n 46, epsilon 0.100, total_reward -18.350783999930805, step 46121
ep 1170, a_n 24, epsilon 0.100, total_reward 93.72763721212911, step 46145
ep 1171, a_n 33, epsilon 0.019, total_reward 13.96712720595982, step 46178
ep 1172, a_n 15, epsilon 0.100, total_reward 216.42983380169582, step 46193
ep 1173, a_n 26, epsilon 0.018, total_reward 52.80438324366777, step 46219
ep 1174, a_n 17, epsilon 0.018, total_reward 197.33418683562357, step 46236
ep 1175, a_n 22, epsilon 0.018, total_reward 91.01896247753584, step 46258
ep 1176, a_n 30, epsilon 0.018, total_reward 26.149138253746443, step 46288
ep 1177, a_n 16, epsilon 0.100, total_reward 191.6377170158948, step 46304
ep 1178, a_n 44, epsilon 0.018, total_reward -8.81587845312966, step 46348
ep 1179, a_n 16, epsilon 0.100, total_reward 186.51689340013058, step 46364
ep 1180, a_n 32, epsilon 0.018, total_reward 44.71109850137978, step 46396
ep 1181, a_n 65, epsilon 0.100, total_reward -28.52433111620575, step 46461
ep 1182, a_n 17, epsilon 0.018, total_reward 198.3852925179882, step 46478
ep 1183, a_n 17, epsilon 0.100, total_reward 170.12118187779285, step 46495
ep 1184, a_n 27, epsilon 0.100, total_reward 40.57463984749607, step 46522
ep 1185, a_n 18, epsilon 0.018, total_reward 151.94467308255804, step 46540
ep 1186, a_n 19, epsilon 0.018, total_reward 131.19109701076363, step 46559
ep 1187, a_n 19, epsilon 0.018, total_reward 155.73912767366545, step 46578
ep 1188, a_n 47, epsilon 0.100, total_reward 12.082755782261588, step 46625
ep 1189, a_n 16, epsilon 0.100, total_reward 191.37628322034408, step 46641
ep 1190, a_n 27, epsilon 0.018, total_reward 42.2381613173424, step 46668
ep 1191, a_n 16, epsilon 0.100, total_reward 191.82927635934348, step 46684
ep 1192, a_n 17, epsilon 0.100, total_reward 169.62606572207795, step 46701
ep 1193, a_n 22, epsilon 0.100, total_reward 92.78626937595743, step 46723
ep 1194, a_n 16, epsilon 0.018, total_reward 191.42530124042335, step 46739
ep 1195, a_n 38, epsilon 0.018, total_reward -2.8428032333268334, step 46777
ep 1196, a_n 17, epsilon 0.100, total_reward 197.77117229349685, step 46794
ep 1197, a_n 18, epsilon 0.100, total_reward 151.4723989649765, step 46812
ep 1198, a_n 27, epsilon 0.018, total_reward 44.502177134163574, step 46839
ep 1199, a_n 24, epsilon 0.100, total_reward 67.03930531310692, step 46863
ep 1200, a_n 25, epsilon 0.017, total_reward 60.79150508013632, step 46888
ep 1201, a_n 55, epsilon 0.100, total_reward -16.37974094429422, step 46943
ep 1202, a_n 15, epsilon 0.017, total_reward 214.86076841689473, step 46958
ep 1203, a_n 14, epsilon 0.100, total_reward 241.30124424239324, step 46972
ep 1204, a_n 18, epsilon 0.017, total_reward 151.43555454873928, step 46990
ep 1205, a_n 17, epsilon 0.017, total_reward 165.78512668142326, step 47007
ep 1206, a_n 28, epsilon 0.100, total_reward 62.31205617094186, step 47035
ep 1207, a_n 19, epsilon 0.100, total_reward 134.33112837346349, step 47054
ep 1208, a_n 15, epsilon 0.017, total_reward 214.37694098248127, step 47069
ep 1209, a_n 33, epsilon 0.100, total_reward 8.754611525558552, step 47102
ep 1210, a_n 18, epsilon 0.017, total_reward 177.84673983390869, step 47120
ep 1211, a_n 17, epsilon 0.017, total_reward 170.1508416724121, step 47137
ep 1212, a_n 16, epsilon 0.100, total_reward 218.81815449983944, step 47153
ep 1213, a_n 23, epsilon 0.017, total_reward 77.91534353197815, step 47176
ep 1214, a_n 18, epsilon 0.100, total_reward 148.91004222222818, step 47194
ep 1215, a_n 20, epsilon 0.100, total_reward 120.9295597443685, step 47214
ep 1216, a_n 22, epsilon 0.017, total_reward 89.69063070417204, step 47236
ep 1217, a_n 31, epsilon 0.017, total_reward 16.571112707199923, step 47267
ep 1218, a_n 19, epsilon 0.017, total_reward 132.55955148750218, step 47286
ep 1219, a_n 38, epsilon 0.100, total_reward -6.076358043749568, step 47324
ep 1220, a_n 18, epsilon 0.100, total_reward 149.75684658689022, step 47342
ep 1221, a_n 23, epsilon 0.100, total_reward 76.46815406366157, step 47365
ep 1222, a_n 19, epsilon 0.100, total_reward 133.33737312011255, step 47384
ep 1223, a_n 29, epsilon 0.100, total_reward 31.50389895449245, step 47413
ep 1224, a_n 32, epsilon 0.100, total_reward 42.301004721177314, step 47445
ep 1225, a_n 22, epsilon 0.017, total_reward 90.8823664681677, step 47467
ep 1226, a_n 24, epsilon 0.100, total_reward 65.65343456355157, step 47491
ep 1227, a_n 17, epsilon 0.017, total_reward 169.53177511612643, step 47508
ep 1228, a_n 47, epsilon 0.100, total_reward 9.99477430899323, step 47555
ep 1229, a_n 20, epsilon 0.100, total_reward 143.54786408509224, step 47575
ep 1230, a_n 27, epsilon 0.100, total_reward 49.814879172438054, step 47602
ep 1231, a_n 21, epsilon 0.100, total_reward 131.20200474355954, step 47623
ep 1232, a_n 18, epsilon 0.100, total_reward 178.15218720110045, step 47641
ep 1233, a_n 95, epsilon 0.016, total_reward -6.68859898280165, step 47736
ep 1234, a_n 31, epsilon 0.016, total_reward 20.68545604261819, step 47767
ep 1235, a_n 31, epsilon 0.016, total_reward 26.41056621718445, step 47798
ep 1236, a_n 21, epsilon 0.016, total_reward 102.19690529400854, step 47819
ep 1237, a_n 22, epsilon 0.100, total_reward 88.27250529618857, step 47841
ep 1238, a_n 18, epsilon 0.016, total_reward 150.9727934883402, step 47859
ep 1239, a_n 31, epsilon 0.016, total_reward 23.23599884163057, step 47890
ep 1240, a_n 39, epsilon 0.016, total_reward 21.60467944475321, step 47929
ep 1241, a_n 16, epsilon 0.100, total_reward 191.10815873741586, step 47945
ep 1242, a_n 16, epsilon 0.100, total_reward 217.69189450116835, step 47961
ep 1243, a_n 21, epsilon 0.100, total_reward 104.34781958808199, step 47982
ep 1244, a_n 22, epsilon 0.100, total_reward 86.62094667608744, step 48004
ep 1245, a_n 36, epsilon 0.016, total_reward 27.29899475210553, step 48040
ep 1246, a_n 28, epsilon 0.016, total_reward 35.47222889014593, step 48068
ep 1247, a_n 28, epsilon 0.016, total_reward 35.63173555223713, step 48096
ep 1248, a_n 15, epsilon 0.100, total_reward 215.26811152990814, step 48111
ep 1249, a_n 40, epsilon 0.100, total_reward 28.78690493822972, step 48151
ep 1250, a_n 31, epsilon 0.100, total_reward 19.926787113991754, step 48182
ep 1251, a_n 26, epsilon 0.016, total_reward 51.42327582620668, step 48208
ep 1252, a_n 71, epsilon 0.015, total_reward -27.528368756893368, step 48279
ep 1253, a_n 17, epsilon 0.015, total_reward 166.55679821813146, step 48296
ep 1254, a_n 30, epsilon 0.015, total_reward 55.09806825682489, step 48326
ep 1255, a_n 17, epsilon 0.100, total_reward 163.54649937501415, step 48343
ep 1256, a_n 15, epsilon 0.015, total_reward 242.267713752267, step 48358
ep 1257, a_n 16, epsilon 0.100, total_reward 191.67715848643894, step 48374
ep 1258, a_n 20, epsilon 0.100, total_reward 116.90045777747122, step 48394
ep 1259, a_n 16, epsilon 0.015, total_reward 191.800537302428, step 48410
ep 1260, a_n 36, epsilon 0.015, total_reward -1.1547271052727694, step 48446
ep 1261, a_n 42, epsilon 0.015, total_reward -11.05044157114779, step 48488
ep 1262, a_n 32, epsilon 0.015, total_reward 16.869135396645877, step 48520
ep 1263, a_n 29, epsilon 0.015, total_reward 35.570865123845415, step 48549
ep 1264, a_n 33, epsilon 0.100, total_reward 38.89327617343989, step 48582
ep 1265, a_n 21, epsilon 0.100, total_reward 129.5427895634097, step 48603
ep 1266, a_n 16, epsilon 0.015, total_reward 191.24328420922924, step 48619
ep 1267, a_n 19, epsilon 0.015, total_reward 134.4880969858874, step 48638
ep 1268, a_n 49, epsilon 0.015, total_reward -21.466500648567163, step 48687
ep 1269, a_n 17, epsilon 0.100, total_reward 197.79763290105475, step 48704
ep 1270, a_n 25, epsilon 0.015, total_reward 59.88813033976328, step 48729
ep 1271, a_n 42, epsilon 0.100, total_reward -9.444688202826619, step 48771
ep 1272, a_n 25, epsilon 0.015, total_reward 58.4031705177979, step 48796
ep 1273, a_n 41, epsilon 0.015, total_reward -14.235803212174213, step 48837
ep 1274, a_n 33, epsilon 0.015, total_reward 10.112205911233723, step 48870
ep 1275, a_n 23, epsilon 0.100, total_reward 77.67847299494258, step 48893
ep 1276, a_n 15, epsilon 0.015, total_reward 209.62984117988253, step 48908
ep 1277, a_n 38, epsilon 0.015, total_reward 24.617515412498477, step 48946
ep 1278, a_n 18, epsilon 0.100, total_reward 150.71997866068145, step 48964
ep 1279, a_n 17, epsilon 0.100, total_reward 169.29428021572468, step 48981
ep 1280, a_n 16, epsilon 0.014, total_reward 191.59338454039013, step 48997
ep 1281, a_n 19, epsilon 0.014, total_reward 133.23945030411303, step 49016
ep 1282, a_n 28, epsilon 0.100, total_reward 36.45653602172878, step 49044
ep 1283, a_n 21, epsilon 0.100, total_reward 132.74523955916828, step 49065
ep 1284, a_n 39, epsilon 0.100, total_reward -6.594555056810982, step 49104
ep 1285, a_n 18, epsilon 0.100, total_reward 146.65834612259988, step 49122
ep 1286, a_n 28, epsilon 0.014, total_reward 62.46261863885993, step 49150
ep 1287, a_n 37, epsilon 0.014, total_reward 1.1324267731332114, step 49187
ep 1288, a_n 64, epsilon 0.100, total_reward -15.79235999542945, step 49251
ep 1289, a_n 36, epsilon 0.014, total_reward -1.7496583892884523, step 49287
ep 1290, a_n 53, epsilon 0.014, total_reward -12.608068725790343, step 49340
ep 1291, a_n 20, epsilon 0.014, total_reward 121.39748608043779, step 49360
ep 1292, a_n 30, epsilon 0.014, total_reward 27.53368083961141, step 49390
ep 1293, a_n 24, epsilon 0.100, total_reward 66.01346222649262, step 49414
ep 1294, a_n 23, epsilon 0.014, total_reward 110.55701335942786, step 49437
ep 1295, a_n 17, epsilon 0.100, total_reward 170.9363108098321, step 49454
ep 1296, a_n 46, epsilon 0.014, total_reward -9.71944022228833, step 49500
ep 1297, a_n 33, epsilon 0.100, total_reward 18.954915520699604, step 49533
ep 1298, a_n 54, epsilon 0.014, total_reward -13.729427922441722, step 49587
ep 1299, a_n 15, epsilon 0.100, total_reward 242.8404029373713, step 49602
ep 1300, a_n 29, epsilon 0.100, total_reward 31.460915957308153, step 49631
ep 1301, a_n 37, epsilon 0.014, total_reward 4.456386299488223, step 49668
ep 1302, a_n 23, epsilon 0.100, total_reward 77.52662338098361, step 49691
ep 1303, a_n 15, epsilon 0.014, total_reward 214.84054968226573, step 49706
ep 1304, a_n 17, epsilon 0.100, total_reward 171.75450429994214, step 49723
ep 1305, a_n 34, epsilon 0.014, total_reward 5.583605006605602, step 49757
ep 1306, a_n 47, epsilon 0.100, total_reward -10.361190754894345, step 49804
ep 1307, a_n 25, epsilon 0.013, total_reward 56.73787944340391, step 49829
ep 1308, a_n 28, epsilon 0.013, total_reward 29.610826712602556, step 49857
ep 1309, a_n 19, epsilon 0.013, total_reward 162.07422986600454, step 49876
ep 1310, a_n 16, epsilon 0.100, total_reward 192.5992612624009, step 49892
ep 1311, a_n 22, epsilon 0.100, total_reward 91.27116870319506, step 49914
ep 1312, a_n 54, epsilon 0.013, total_reward -24.686404013391385, step 49968
ep 1313, a_n 20, epsilon 0.013, total_reward 144.82643429642826, step 49988
ep 1314, a_n 15, epsilon 0.100, total_reward 214.91124886405646, step 50003
ep 1315, a_n 14, epsilon 0.013, total_reward 241.9136382411946, step 50017
ep 1316, a_n 19, epsilon 0.013, total_reward 136.09955104838383, step 50036
ep 1317, a_n 25, epsilon 0.100, total_reward 65.44013396126373, step 50061
ep 1318, a_n 27, epsilon 0.013, total_reward 47.80398242931214, step 50088
ep 1319, a_n 26, epsilon 0.100, total_reward 52.6632454680207, step 50114
ep 1320, a_n 84, epsilon 0.013, total_reward 4.070839827031051, step 50198
ep 1321, a_n 29, epsilon 0.013, total_reward 36.36799357410153, step 50227
ep 1322, a_n 17, epsilon 0.100, total_reward 197.28517510850511, step 50244
ep 1323, a_n 23, epsilon 0.013, total_reward 83.23576623226379, step 50267
ep 1324, a_n 27, epsilon 0.100, total_reward 47.061562708982024, step 50294
ep 1325, a_n 17, epsilon 0.100, total_reward 197.1373818548799, step 50311
ep 1326, a_n 24, epsilon 0.100, total_reward 67.83024394783969, step 50335
ep 1327, a_n 17, epsilon 0.100, total_reward 169.15480193726103, step 50352
ep 1328, a_n 16, epsilon 0.013, total_reward 191.85335093932747, step 50368
ep 1329, a_n 24, epsilon 0.100, total_reward 70.54960705226627, step 50392
ep 1330, a_n 16, epsilon 0.013, total_reward 191.62850321903505, step 50408
ep 1331, a_n 15, epsilon 0.100, total_reward 214.19763382119166, step 50423
ep 1332, a_n 27, epsilon 0.013, total_reward 48.89004798487426, step 50450
ep 1333, a_n 17, epsilon 0.013, total_reward 169.3850923796922, step 50467
ep 1334, a_n 38, epsilon 0.100, total_reward -0.9316457781263132, step 50505
ep 1335, a_n 63, epsilon 0.013, total_reward -24.652254302789657, step 50568
ep 1336, a_n 18, epsilon 0.013, total_reward 151.43937340735738, step 50586
ep 1337, a_n 18, epsilon 0.100, total_reward 149.11422125142278, step 50604
ep 1338, a_n 50, epsilon 0.100, total_reward 11.028449426869601, step 50654
ep 1339, a_n 33, epsilon 0.012, total_reward 15.147282688260969, step 50687
ep 1340, a_n 25, epsilon 0.100, total_reward 86.73730484050067, step 50712
ep 1341, a_n 39, epsilon 0.100, total_reward -2.818339284158167, step 50751
ep 1342, a_n 16, epsilon 0.012, total_reward 190.43900815698655, step 50767
ep 1343, a_n 18, epsilon 0.100, total_reward 151.6910713730428, step 50785
ep 1344, a_n 39, epsilon 0.100, total_reward 25.044574721904805, step 50824
ep 1345, a_n 15, epsilon 0.012, total_reward 214.81401666407402, step 50839
ep 1346, a_n 20, epsilon 0.012, total_reward 120.59477408829767, step 50859
ep 1347, a_n 17, epsilon 0.012, total_reward 171.56609841295264, step 50876
ep 1348, a_n 17, epsilon 0.100, total_reward 170.73774191121822, step 50893
ep 1349, a_n 27, epsilon 0.012, total_reward 47.89050901150014, step 50920
ep 1350, a_n 14, epsilon 0.100, total_reward 268.6353227238037, step 50934
ep 1351, a_n 20, epsilon 0.100, total_reward 118.61278547450763, step 50954
ep 1352, a_n 24, epsilon 0.012, total_reward 71.09765154757089, step 50978
ep 1353, a_n 25, epsilon 0.100, total_reward 61.79784810594206, step 51003
ep 1354, a_n 20, epsilon 0.100, total_reward 143.39341295525858, step 51023
ep 1355, a_n 19, epsilon 0.100, total_reward 160.8661527703206, step 51042
ep 1356, a_n 27, epsilon 0.012, total_reward 47.16614809770346, step 51069
ep 1357, a_n 60, epsilon 0.012, total_reward 4.350495879157905, step 51129
ep 1358, a_n 29, epsilon 0.012, total_reward 57.57889093999239, step 51158
ep 1359, a_n 20, epsilon 0.012, total_reward 118.45053448246261, step 51178
ep 1360, a_n 23, epsilon 0.100, total_reward 79.21704238440357, step 51201
ep 1361, a_n 79, epsilon 0.012, total_reward -26.46732926559218, step 51280
ep 1362, a_n 24, epsilon 0.100, total_reward 69.45530585212963, step 51304
ep 1363, a_n 18, epsilon 0.100, total_reward 150.8799803398849, step 51322
ep 1364, a_n 47, epsilon 0.012, total_reward 10.53250952132157, step 51369
ep 1365, a_n 26, epsilon 0.100, total_reward 55.16407258933127, step 51395
ep 1366, a_n 17, epsilon 0.100, total_reward 164.61816754547357, step 51412
ep 1367, a_n 15, epsilon 0.012, total_reward 241.91505700895357, step 51427
ep 1368, a_n 57, epsilon 0.100, total_reward 4.872970952199028, step 51484
ep 1369, a_n 21, epsilon 0.100, total_reward 102.00233333584492, step 51505
ep 1370, a_n 49, epsilon 0.100, total_reward -17.98590409497201, step 51554
ep 1371, a_n 16, epsilon 0.012, total_reward 185.84368020384943, step 51570
ep 1372, a_n 16, epsilon 0.012, total_reward 219.70830500530235, step 51586
ep 1373, a_n 27, epsilon 0.100, total_reward 43.5107419510899, step 51613
ep 1374, a_n 31, epsilon 0.100, total_reward 19.62601365121552, step 51644
ep 1375, a_n 22, epsilon 0.011, total_reward 91.7882075863304, step 51666
ep 1376, a_n 18, epsilon 0.100, total_reward 150.3019371737031, step 51684
ep 1377, a_n 18, epsilon 0.100, total_reward 148.88881313078028, step 51702
ep 1378, a_n 33, epsilon 0.100, total_reward 18.61026594995784, step 51735
ep 1379, a_n 25, epsilon 0.011, total_reward 61.69517763668925, step 51760
ep 1380, a_n 20, epsilon 0.011, total_reward 117.16537343600206, step 51780
ep 1381, a_n 16, epsilon 0.011, total_reward 192.10697070050801, step 51796
ep 1382, a_n 19, epsilon 0.100, total_reward 135.4827561901571, step 51815
ep 1383, a_n 20, epsilon 0.100, total_reward 115.81397606268165, step 51835
ep 1384, a_n 15, epsilon 0.011, total_reward 216.07643441624984, step 51850
ep 1385, a_n 16, epsilon 0.011, total_reward 189.8329285425537, step 51866
ep 1386, a_n 26, epsilon 0.100, total_reward 56.190557698547494, step 51892
ep 1387, a_n 16, epsilon 0.011, total_reward 190.7529058066319, step 51908
ep 1388, a_n 16, epsilon 0.100, total_reward 192.79874056824306, step 51924
ep 1389, a_n 16, epsilon 0.011, total_reward 191.52255036377377, step 51940
ep 1390, a_n 22, epsilon 0.100, total_reward 89.29227400274067, step 51962
ep 1391, a_n 26, epsilon 0.011, total_reward 76.91538978131153, step 51988
ep 1392, a_n 33, epsilon 0.100, total_reward 13.185836276474959, step 52021
ep 1393, a_n 22, epsilon 0.100, total_reward 91.64693790247618, step 52043
ep 1394, a_n 31, epsilon 0.100, total_reward 25.961106567152797, step 52074
ep 1395, a_n 17, epsilon 0.100, total_reward 169.77407011721334, step 52091
ep 1396, a_n 17, epsilon 0.011, total_reward 169.95359314958938, step 52108
ep 1397, a_n 16, epsilon 0.100, total_reward 192.30165488373942, step 52124
ep 1398, a_n 34, epsilon 0.011, total_reward 5.754806917821366, step 52158
ep 1399, a_n 15, epsilon 0.100, total_reward 208.4329331034523, step 52173
ep 1400, a_n 18, epsilon 0.100, total_reward 177.19713832858582, step 52191
ep 1401, a_n 19, epsilon 0.011, total_reward 133.69965983639108, step 52210
ep 1402, a_n 14, epsilon 0.100, total_reward 234.3790541460724, step 52224
ep 1403, a_n 16, epsilon 0.011, total_reward 217.904022653155, step 52240
ep 1404, a_n 15, epsilon 0.100, total_reward 214.91737005352425, step 52255
ep 1405, a_n 16, epsilon 0.100, total_reward 190.9052103265075, step 52271
ep 1406, a_n 16, epsilon 0.011, total_reward 191.02403152716607, step 52287
ep 1407, a_n 15, epsilon 0.100, total_reward 208.32601161009714, step 52302
ep 1408, a_n 17, epsilon 0.011, total_reward 196.9479371720186, step 52319
ep 1409, a_n 28, epsilon 0.011, total_reward 37.554935994921266, step 52347
ep 1410, a_n 21, epsilon 0.011, total_reward 104.5874943104764, step 52368
ep 1411, a_n 30, epsilon 0.011, total_reward 22.583221787161424, step 52398
ep 1412, a_n 17, epsilon 0.100, total_reward 164.46382786192697, step 52415
ep 1413, a_n 25, epsilon 0.011, total_reward 86.20565729081453, step 52440
ep 1414, a_n 18, epsilon 0.011, total_reward 153.45576541157138, step 52458
ep 1415, a_n 19, epsilon 0.011, total_reward 131.94417184145783, step 52477
ep 1416, a_n 15, epsilon 0.100, total_reward 215.83385823032484, step 52492
ep 1417, a_n 21, epsilon 0.100, total_reward 105.46131877346083, step 52513
ep 1418, a_n 17, epsilon 0.011, total_reward 169.99632652854442, step 52530
ep 1419, a_n 35, epsilon 0.100, total_reward 10.709099650448081, step 52565
ep 1420, a_n 18, epsilon 0.100, total_reward 145.67702573103335, step 52583
ep 1421, a_n 37, epsilon 0.011, total_reward 32.086543331782316, step 52620
ep 1422, a_n 44, epsilon 0.100, total_reward 22.9046524242791, step 52664
ep 1423, a_n 22, epsilon 0.010, total_reward 118.43291133685051, step 52686
ep 1424, a_n 29, epsilon 0.100, total_reward 35.43530607636614, step 52715
ep 1425, a_n 25, epsilon 0.010, total_reward 61.05583226119375, step 52740
ep 1426, a_n 33, epsilon 0.100, total_reward 37.597015642753746, step 52773
ep 1427, a_n 14, epsilon 0.010, total_reward 241.6140048030794, step 52787
ep 1428, a_n 22, epsilon 0.010, total_reward 93.46172010296274, step 52809
ep 1429, a_n 25, epsilon 0.100, total_reward 57.93327329438549, step 52834
ep 1430, a_n 15, epsilon 0.010, total_reward 214.04720953609836, step 52849
ep 1431, a_n 22, epsilon 0.100, total_reward 90.57038474866101, step 52871
ep 1432, a_n 14, epsilon 0.100, total_reward 268.7584029523422, step 52885
ep 1433, a_n 15, epsilon 0.010, total_reward 215.96730811179606, step 52900
ep 1434, a_n 14, epsilon 0.100, total_reward 241.24453000950334, step 52914
ep 1435, a_n 15, epsilon 0.010, total_reward 215.80968950641054, step 52929
ep 1436, a_n 26, epsilon 0.100, total_reward 49.590949273975944, step 52955
ep 1437, a_n 15, epsilon 0.010, total_reward 214.46270085531503, step 52970
ep 1438, a_n 14, epsilon 0.100, total_reward 241.29272192870263, step 52984
ep 1439, a_n 15, epsilon 0.010, total_reward 242.58639607196682, step 52999
ep 1440, a_n 28, epsilon 0.010, total_reward 34.79126577753642, step 53027
ep 1441, a_n 18, epsilon 0.100, total_reward 150.15420034056487, step 53045
ep 1442, a_n 32, epsilon 0.010, total_reward 18.286228629863167, step 53077
ep 1443, a_n 14, epsilon 0.100, total_reward 267.5535003801504, step 53091
ep 1444, a_n 16, epsilon 0.010, total_reward 192.62140063751684, step 53107
ep 1445, a_n 38, epsilon 0.100, total_reward 29.527906512219804, step 53145
ep 1446, a_n 15, epsilon 0.010, total_reward 214.72423004800805, step 53160
ep 1447, a_n 66, epsilon 0.010, total_reward -27.164704029885986, step 53226
ep 1448, a_n 40, epsilon 0.010, total_reward -11.045496144122504, step 53266
ep 1449, a_n 15, epsilon 0.100, total_reward 215.53800948386115, step 53281
ep 1450, a_n 15, epsilon 0.010, total_reward 215.14793595482558, step 53296
ep 1451, a_n 15, epsilon 0.100, total_reward 214.28975334332668, step 53311
ep 1452, a_n 16, epsilon 0.010, total_reward 191.73607973518853, step 53327
ep 1453, a_n 19, epsilon 0.010, total_reward 133.46729196507584, step 53346
ep 1454, a_n 21, epsilon 0.010, total_reward 105.99102225228907, step 53367
ep 1455, a_n 61, epsilon 0.010, total_reward -31.93879348263033, step 53428
ep 1456, a_n 25, epsilon 0.100, total_reward 60.70380245262669, step 53453
ep 1457, a_n 16, epsilon 0.010, total_reward 191.02816008893296, step 53469
ep 1458, a_n 19, epsilon 0.010, total_reward 133.34277417526593, step 53488
ep 1459, a_n 16, epsilon 0.100, total_reward 191.68389950665653, step 53504
ep 1460, a_n 16, epsilon 0.010, total_reward 191.26756081733532, step 53520
ep 1461, a_n 53, epsilon 0.100, total_reward -23.558041528991737, step 53573
ep 1462, a_n 17, epsilon 0.010, total_reward 170.7065313894101, step 53590
ep 1463, a_n 23, epsilon 0.100, total_reward 81.96665070516394, step 53613
ep 1464, a_n 100, epsilon 0.100, total_reward -30.328433290502876, step 53713
ep 1465, a_n 30, epsilon 0.100, total_reward 36.64660363019633, step 53743
ep 1466, a_n 25, epsilon 0.010, total_reward 61.25479212224893, step 53768
ep 1467, a_n 63, epsilon 0.100, total_reward -26.64521404324921, step 53831
ep 1468, a_n 20, epsilon 0.100, total_reward 115.90541831035685, step 53851
ep 1469, a_n 15, epsilon 0.009, total_reward 215.38630388022113, step 53866
ep 1470, a_n 19, epsilon 0.100, total_reward 161.11040813239705, step 53885
ep 1471, a_n 37, epsilon 0.100, total_reward -3.8431292767529257, step 53922
ep 1472, a_n 26, epsilon 0.009, total_reward 53.33506105086015, step 53948
ep 1473, a_n 38, epsilon 0.009, total_reward 0.5379747485929975, step 53986
ep 1474, a_n 20, epsilon 0.009, total_reward 117.98689737988917, step 54006
ep 1475, a_n 46, epsilon 0.100, total_reward -17.840165149788366, step 54052
ep 1476, a_n 24, epsilon 0.009, total_reward 94.35491510166447, step 54076
ep 1477, a_n 32, epsilon 0.009, total_reward 13.072341260698025, step 54108
ep 1478, a_n 37, epsilon 0.100, total_reward -1.6920260249234715, step 54145
ep 1479, a_n 17, epsilon 0.100, total_reward 170.4551975572843, step 54162
ep 1480, a_n 16, epsilon 0.009, total_reward 190.83385266558653, step 54178
ep 1481, a_n 25, epsilon 0.100, total_reward 57.144548610655846, step 54203
ep 1482, a_n 44, epsilon 0.009, total_reward -17.337496777283917, step 54247
ep 1483, a_n 35, epsilon 0.100, total_reward 30.369610519999814, step 54282
ep 1484, a_n 17, epsilon 0.009, total_reward 170.97701790048512, step 54299
ep 1485, a_n 25, epsilon 0.100, total_reward 57.765716339381314, step 54324
ep 1486, a_n 16, epsilon 0.009, total_reward 191.23730979622243, step 54340
ep 1487, a_n 20, epsilon 0.009, total_reward 117.13747495161316, step 54360
ep 1488, a_n 47, epsilon 0.009, total_reward -21.291446633179913, step 54407
ep 1489, a_n 23, epsilon 0.009, total_reward 103.61245004280532, step 54430
ep 1490, a_n 25, epsilon 0.100, total_reward 58.647566121134034, step 54455
ep 1491, a_n 16, epsilon 0.100, total_reward 212.59246053892056, step 54471
ep 1492, a_n 14, epsilon 0.100, total_reward 261.64297209742574, step 54485
ep 1493, a_n 58, epsilon 0.100, total_reward 1.0283155866738687, step 54543
ep 1494, a_n 17, epsilon 0.009, total_reward 170.7628802947927, step 54560
ep 1495, a_n 16, epsilon 0.009, total_reward 191.84247303688852, step 54576
ep 1496, a_n 32, epsilon 0.009, total_reward 12.227226572819212, step 54608
ep 1497, a_n 14, epsilon 0.100, total_reward 241.01482981717788, step 54622
ep 1498, a_n 21, epsilon 0.100, total_reward 104.47993393909861, step 54643
ep 1499, a_n 26, epsilon 0.009, total_reward 48.78472408548221, step 54669
ep 1500, a_n 20, epsilon 0.009, total_reward 116.29612138990407, step 54689
ep 1501, a_n 16, epsilon 0.100, total_reward 192.86583406747366, step 54705
ep 1502, a_n 20, epsilon 0.100, total_reward 113.48625602828197, step 54725
ep 1503, a_n 18, epsilon 0.100, total_reward 176.2403794671396, step 54743
ep 1504, a_n 17, epsilon 0.009, total_reward 168.67424276201024, step 54760
ep 1505, a_n 17, epsilon 0.009, total_reward 172.08632816499565, step 54777
ep 1506, a_n 31, epsilon 0.009, total_reward 16.908945465995945, step 54808
ep 1507, a_n 32, epsilon 0.009, total_reward 44.29687790686196, step 54840
ep 1508, a_n 36, epsilon 0.009, total_reward 9.504060973553926, step 54876
ep 1509, a_n 27, epsilon 0.100, total_reward 68.02149373566101, step 54903
ep 1510, a_n 31, epsilon 0.100, total_reward 19.30376552406099, step 54934
ep 1511, a_n 26, epsilon 0.009, total_reward 49.10407115557774, step 54960
ep 1512, a_n 15, epsilon 0.100, total_reward 215.58583547948896, step 54975
ep 1513, a_n 32, epsilon 0.009, total_reward 20.5196636296088, step 55007
ep 1514, a_n 31, epsilon 0.009, total_reward 52.157196064228856, step 55038
